# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe									
# udpipe_model = russian-syntagrus-ud-2.6-200830									
# udpipe_model_licence = CC BY-NC-SA									
1	Я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@uad1986m_words#@uad1986m#3.97#4.465
2	никогда	никогда	ADV	_	Degree=Pos	_	_	_	@uad1986m_words#@uad1986m#4.465#4.96
3	не	не	PART	_	_	_	_	_	@uad1986m_words#@uad1986m#4.96#5.455
4	понимал	понимать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#5.455#5.95
5	почему	почему	ADV	_	Degree=Pos	_	_	_	@uad1986m_words#@uad1986m#5.95#6.445
6	большим	большой	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@uad1986m_words#@uad1986m#6.445#6.94
7	актерам	актер	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@uad1986m_words#@uad1986m#6.94#7.435
8	/	/	PUNCT	_	_	_	_	_	@uad1986m_words#@uad1986m#7.435#7.93
9	или	или	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#7.93#8.425
10	режиссерам	режиссер	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@uad1986m_words#@uad1986m#8.425#8.92
11	/	/	PUNCT	_	_	_	_	_	@uad1986m_words#@uad1986m#8.92#9.415
12	так	так	ADV	_	Degree=Pos	_	_	_	@uad1986m_words#@uad1986m#9.415#9.91
13	важны	важный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@uad1986m_words#@uad1986m#9.91#10.405
14	конкурсы	конкурс	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@uad1986m_words#@uad1986m#10.405#10.784
15	Ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@uad1986m_words#@uad1986m#11.095#11.473
16	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#11.473#11.851
17	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#11.851#12.23
18	Широкое	широкий	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#36.495#36.926
19	с	с	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#36.926#37.357
20	высоким	высокий	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#37.357#37.788
21	сравнить	сравнивать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#37.788#38.22
22	мм	мм	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#39.01#39.32
23	Потому	потому	ADV	_	Degree=Pos	_	_	_	@uad1986m_words#@uad1986m#68.365#68.699
24	что	что	SCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#68.699#69.033
25	большой	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#69.033#69.367
26	классный	классный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#69.367#69.701
27	фильм	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#69.701#70.035
28	Легкий	легкий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#78.89#79.445
29	пофигизм	пофигизм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#79.445#80.0
30	Рыдать	рыдать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#173.285#174.025
31	И	и	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#212.705#213.118
32	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@uad1986m_words#@uad1986m#213.118#213.531
33	рыдала	рыдать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#213.531#213.945
34	У	у	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#265.695#266.138
35	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@uad1986m_words#@uad1986m#266.138#266.581
36	есть	есть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#266.581#267.024
37	опыт	опыт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#267.024#267.467
38	или	или	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#267.467#267.91
39	пример	пример	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#267.91#268.353
40	когда	когда	SCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#268.353#268.796
41	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@uad1986m_words#@uad1986m#268.796#269.239
42	смотрела	смотреть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#269.239#269.682
43	на	на	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#269.682#270.125
44	чью-то	чей-то	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#270.125#270.568
45	игру	игра	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#270.568#271.011
46	либо	либо	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#271.011#271.454
47	в	в	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#271.454#271.897
48	театре	театр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#271.897#272.34
49	либо	либо	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#272.34#272.783
50	в	в	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#272.783#273.226
51	кино	кино	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#273.226#273.669
52	и	и	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#273.669#274.112
53	говорила	говорить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#274.112#274.555
54	вот	вот	PART	_	_	_	_	_	@uad1986m_words#@uad1986m#274.555#274.998
55	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#274.998#275.441
56	недостижимый	недостижимый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#275.441#275.884
57	уровень	уровень	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#275.884#276.335
58	А	а	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#276.785#277.188
59	расскажи	рассказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#277.188#277.591
60	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	@uad1986m_words#@uad1986m#277.591#277.995
61	Вторая	второй	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#313.58#313.927
62	дама	дама	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#313.927#314.274
63	это	это	PRON	_	_	_	_	_	@uad1986m_words#@uad1986m#314.274#314.621
64	которая	который	PRON	_	Case=Nom	_	_	_	@uad1986m_words#@uad1986m#314.621#314.968
65	играла	играть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#314.968#315.315
66	в	в	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#315.315#315.662
67	Три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@uad1986m_words#@uad1986m#315.662#316.009
68	Билборда	Билборд	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#316.009#316.356
69	Эббинга	Эббинг	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#316.356#316.71
70	А	а	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#317.095#317.251
71	где	где	ADV	_	Degree=Pos	_	_	_	@uad1986m_words#@uad1986m#317.251#317.407
72	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@uad1986m_words#@uad1986m#317.407#317.563
73	играла	играть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m_words#@uad1986m#317.563#317.719
74	до	до	ADP	_	_	_	_	_	@uad1986m_words#@uad1986m#317.719#317.875
75	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#317.875#318.035
76	Аа	Аа	PROPN	_	Foreign=Yes	_	_	_	@uad1986m_words#@uad1986m#323.005#323.475
77	Таак	так	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#338.97#339.232
78	а	а	CCONJ	_	_	_	_	_	@uad1986m_words#@uad1986m#339.232#339.494
79	Мерил	Мерил	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#339.494#339.756
80	Стрип	Стрип	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m_words#@uad1986m#339.756#340.02
81	Да	да	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#12.205#12.581
82	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#12.581#12.957
83	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#12.957#13.333
84	но	но	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#13.333#13.709
85	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#13.709#14.085
86	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#14.085#14.461
87	даже	даже	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#14.461#14.837
88	больше	больше	ADV	_	Degree=Cmp	_	_	_	@iag1988f_words#@iag1988f#14.837#15.213
89	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#15.213#15.589
90	конкурсы	конкурс	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#15.589#15.965
91	сколько	сколько	NUM	_	_	_	_	_	@iag1988f_words#@iag1988f#15.965#16.341
92	награды	награда	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#16.341#16.717
93	*смеется*	*смеется*	Х	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#16.717#17.095
94	У	у	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#17.94#18.316
95	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#18.316#18.692
96	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#18.692#19.068
97	опыт	опыт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#19.068#19.444
98	когда	когда	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#19.444#19.82
99	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#19.82#20.196
100	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#20.196#20.572
101	Кинотавра	Кинотавр	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#20.572#20.948
102	это	это	PRON	_	_	_	_	_	@iag1988f_words#@iag1988f#20.948#21.324
103	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#21.324#21.077
104	во	во	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#21.077#22.076
105	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#22.076#22.452
106	Аритмии	Аритмия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#22.452#22.83
107	Я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#22.885#23.231
108	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#23.231#23.577
109	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#23.577#23.923
110	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#23.923#24.269
111	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@iag1988f_words#@iag1988f#24.269#24.615
112	говорила	говорить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#24.615#24.961
113	о	о	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#24.961#25.307
114	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#25.307#25.653
115	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#25.653#25.999
116	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#25.999#26.345
117	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#26.345#26.691
118	люблю	любить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#26.691#27.037
119	конкурсы	конкурс	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#27.037#27.383
120	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#27.383#27.729
121	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#27.729#28.075
122	плане	план	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#28.075#28.421
123	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#28.421#28.767
124	как	как	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#28.767#29.113
125	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#29.113#29.459
126	виды	вид	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#29.459#29.805
127	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#29.805#30.151
128	состязания	состязание	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#30.151#30.497
129	среди	среди	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#30.497#30.843
130	творческих	творческий	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#30.843#31.189
131	людей	люди	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#31.189#31.535
132	потому	потому	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#31.535#31.881
133	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#31.881#32.227
134	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#32.227#32.573
135	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#32.573#32.919
136	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#32.919#33.265
137	как	как	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#33.265#33.611
138	бы	бы	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#33.611#33.957
139	ну	ну	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#33.957#34.303
140	невозможно	невозможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@iag1988f_words#@iag1988f#34.303#34.649
141	реально	реально	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#34.649#34.995
142	выбрать	выбрать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#34.995#35.341
143	лучшего	лучший	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#35.341#35.687
144	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#35.687#36.033
145	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#36.033#36.405
146	Ну	ну	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#37.795#38.089
147	как	как	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#38.089#38.383
148	бы	бы	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#38.383#38.677
149	да	да	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#38.677#38.971
150	ну	ну	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#38.971#39.265
151	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#39.265#39.559
152	есть	есть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#39.559#39.853
153	типо	типо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#39.853#40.147
154	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#40.147#40.441
155	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#40.441#40.735
156	снял	снять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#40.735#41.029
157	фильм	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#41.029#41.323
158	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#41.323#41.617
159	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#41.617#41.911
160	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#41.911#42.205
161	как	как	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#42.205#42.499
162	можно	можно	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#42.499#42.793
163	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#42.793#43.087
164	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#43.087#43.381
165	типо	типо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#43.381#43.675
166	чей	чей	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#43.675#43.969
167	фильм	фильм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#43.969#44.263
168	лучше	хороший	ADJ	_	Degree=Cmp	_	_	_	@iag1988f_words#@iag1988f#44.263#44.557
169	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#44.557#44.851
170	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#44.851#45.145
171	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#45.145#45.439
172	все	все	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#45.439#45.733
173	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#45.733#46.027
174	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#46.027#46.321
175	вкуса	вкус	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#46.321#46.62
176	И	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#47.105#47.44
177	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#47.44#47.775
178	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#47.775#48.11
179	чтоо	что	PRON	_	Case=Acc	_	_	_	@iag1988f_words#@iag1988f#48.11#48.445
180	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#48.445#48.78
181	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#48.78#49.115
182	моей	мой	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#49.115#49.45
183	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#49.45#49.785
184	произошел	произойти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#49.785#50.12
185	какой-то	какой-то	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#50.12#50.455
186	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#50.455#50.79
187	самый	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#50.79#51.125
188	волшебный	волшебный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#51.125#51.46
189	момент	момент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#51.46#51.795
190	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#51.795#52.13
191	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#52.13#52.465
192	увидела	увидеть	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#52.465#52.8
193	фильм	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#52.8#53.135
194	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#53.135#53.47
195	на	на	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#53.47#53.805
196	фестивале	фестиваль	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#53.805#54.14
197	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#54.14#54.475
198	почувствовала	почувствовать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#54.475#54.81
