# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe									
199	какой-то	какой-то	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#54.81#55.145
200	ну	ну	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#55.145#55.48
201	нереальный	нереальный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#55.48#55.815
202	восторг	восторг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#55.815#56.15
203	оттого	оттого	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#56.15#56.485
204	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#56.485#56.82
205	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#56.82#57.155
206	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#57.155#57.49
207	моей	мой	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#57.49#57.825
208	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#57.825#58.16
209	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#58.16#58.495
210	реально	реально	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#58.495#58.83
211	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#58.83#59.165
212	как	как	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#59.165#59.5
213	будто	будто	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#59.5#59.835
214	бы	бы	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#59.835#60.17
215	сложилось	сложиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#60.17#60.505
216	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#60.505#60.84
217	дальше	далеко	ADV	_	Degree=Cmp	_	_	_	@iag1988f_words#@iag1988f#60.84#61.175
218	типо	типо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#61.175#61.51
219	у	у	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#61.51#61.845
220	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#61.845#62.18
221	что-то	что-то	PRON	_	Case=Nom	_	_	_	@iag1988f_words#@iag1988f#62.18#62.515
222	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#62.515#62.85
223	получиться	получиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#62.85#63.185
224	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#63.185#63.52
225	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#63.52#63.855
226	получиться	получиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#63.855#64.19
227	но	но	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#64.19#64.525
228	типо	типо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#64.525#64.86
229	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#64.86#65.195
230	одна	один	DET	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#65.195#65.53
231	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#65.53#65.865
232	картина	картина	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#65.865#66.2
233	у	у	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#66.2#66.535
234	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#66.535#66.87
235	уже	уже	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#66.87#67.205
236	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#67.205#67.54
237	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#67.54#67.875
238	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#67.875#68.21
239	как	как	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#68.21#68.545
240	бы	бы	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#68.545#68.935
241	Да	да	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#69.815#70.021
242	потому	потому	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#70.021#70.227
243	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#70.227#70.433
244	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#70.433#70.639
245	прям	прям	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#70.639#70.845
246	кино	кино	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#70.845#71.055
247	*смеется*	*смеется*	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#71.965#73.155
248	И	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#73.34#73.644
249	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#73.644#73.948
250	с	с	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#73.948#74.252
251	этим	этот	DET	_	Case=Ins|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#74.252#74.556
252	настроением	настроение	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#74.556#74.86
253	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#74.86#75.164
254	принципе	принцип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#75.164#75.468
255	и	и	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#75.468#75.772
256	шла	идти	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#75.772#76.076
257	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#76.076#76.38
258	когда	когда	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#76.38#76.684
259	на	на	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#76.684#76.988
260	церемонию	церемония	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#76.988#77.292
261	вручения	вручение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#77.292#77.596
262	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#77.596#77.9
263	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#77.9#78.204
264	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#78.204#78.508
265	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#78.508#78.812
266	иду	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#78.812#79.116
267	типо	типо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#79.116#79.42
268	#нрзб#	#нрзб#	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#79.42#79.73
269	Вообще	вообще	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#79.86#80.143
270	типо	типо	NOUN	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#80.143#80.426
271	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#80.426#80.709
272	расслаблюсь	расслабиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#80.709#80.992
273	потому	потому	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#80.992#81.275
274	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#81.275#81.558
275	у	у	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#81.558#81.841
276	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#81.841#82.124
277	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#82.124#82.407
278	случилось	случиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#82.407#82.69
279	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#82.69#82.973
280	ничего	ничего	PRON	_	Case=Gen	_	_	_	@iag1988f_words#@iag1988f#82.973#83.256
281	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#83.256#83.539
282	надо	надо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#83.539#83.822
283	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#83.822#84.105
284	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#84.105#84.388
285	нужны	нужный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@iag1988f_words#@iag1988f#84.388#84.671
286	никакие	никакой	DET	_	Case=Nom|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#84.671#84.954
287	награды	награда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#84.954#85.237
288	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#85.237#85.52
289	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#85.52#85.803
290	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#85.803#86.086
291	у	у	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#86.086#86.369
292	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#86.369#86.652
293	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#86.652#86.935
294	хорошо	хороший	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@iag1988f_words#@iag1988f#86.935#87.218
295	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#87.218#87.501
296	никто	никто	PRON	_	Case=Nom	_	_	_	@iag1988f_words#@iag1988f#87.501#87.784
297	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@iag1988f_words#@iag1988f#87.784#88.067
298	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#88.067#88.35
299	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#88.35#88.633
300	говорил	говорить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#88.633#88.916
301	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#88.916#89.199
302	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#89.199#89.482
303	типо	типо	ADJ	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#89.482#89.765
304	самая	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#89.765#90.048
305	классная	классный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#90.048#90.331
306	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#90.331#90.614
307	прекрасная	прекрасный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#90.614#90.93
308	И	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#91.435#91.717
309	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#91.717#91.999
310	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#91.999#92.281
311	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#92.281#92.563
312	момент	момент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#92.563#92.845
313	когда	когда	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#92.845#93.127
314	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#93.127#93.409
315	все	весь	PRON	_	Case=Acc|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#93.409#93.691
316	нарядные	нарядный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@iag1988f_words#@iag1988f#93.691#93.973
317	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#93.973#94.255
318	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#94.255#94.537
319	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@iag1988f_words#@iag1988f#94.537#94.819
320	сидишь	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#94.819#95.101
321	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#95.101#95.383
322	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#95.383#95.665
323	и	и	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#95.665#95.947
324	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@iag1988f_words#@iag1988f#95.947#96.229
325	как	как	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#96.229#96.511
326	бы	бы	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#96.511#96.793
327	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#96.793#97.075
328	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#97.075#97.357
329	реально	реально	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#97.357#97.639
330	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#97.639#97.921
331	вроде	вроде	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#97.921#98.203
332	бы	бы	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#98.203#98.485
333	по	по	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#98.485#98.767
334	барабану	барабан	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#98.767#99.049
335	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#99.049#99.355
336	И	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#100.865#101.197
337	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#101.197#101.529
338	тот	тот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#101.529#101.861
339	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#101.861#102.193
340	когда	когда	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#102.193#102.525
341	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#102.525#102.857
342	появляется	появляться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@iag1988f_words#@iag1988f#102.857#103.189
343	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#103.189#103.521
344	с	с	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#103.521#103.853
345	конвертом	конверт	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#103.853#104.185
346	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#104.185#104.517
347	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#104.517#104.849
348	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#104.849#105.181
349	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@iag1988f_words#@iag1988f#105.181#105.513
350	вскрывать	вскрывать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#105.513#105.845
351	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@iag1988f_words#@iag1988f#105.845#106.177
352	чувствуешь	чувствовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#106.177#106.509
353	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#106.509#106.841
354	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#106.841#107.173
355	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@iag1988f_words#@iag1988f#107.173#107.505
356	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#107.505#107.837
357	вот	вот	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#107.837#108.169
358	подходить	подходить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#108.169#108.501
359	что-то	что-то	PRON	_	Case=Acc	_	_	_	@iag1988f_words#@iag1988f#108.501#108.833
360	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#108.833#109.165
361	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#109.165#109.497
362	э	э	PRON	_	_	_	_	_	@iag1988f_words#@iag1988f#109.497#109.829
363	непонятное	непонятный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#109.829#110.161
364	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#110.161#110.493
365	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@iag1988f_words#@iag1988f#110.493#110.825
366	так	так	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#110.825#111.157
367	типо	типо	NOUN	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#111.157#111.489
368	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#111.489#111.821
369	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#111.821#112.153
370	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#112.153#112.485
371	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#112.485#112.817
372	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#112.817#113.149
373	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#113.149#113.481
374	так	так	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#113.481#113.813
375	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#113.813#114.145
376	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#114.145#114.477
377	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#114.477#114.809
378	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#114.809#115.141
379	уже	уже	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#115.141#115.473
380	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#115.473#115.805
381	типо	типо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#115.805#116.137
382	жду	ждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#116.137#116.469
383	жду	ждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#116.469#116.801
384	жду	ждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#116.801#117.155
385	И	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#118.335#118.637
386	так	так	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#118.637#118.939
387	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#118.939#119.241
388	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#119.241#119.543
389	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#119.543#119.845
390	тихо	тихо	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#119.845#120.147
391	и	и	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#120.147#120.449
392	когда	когда	ADV	_	Degree=Pos	_	_	_	@iag1988f_words#@iag1988f#120.449#120.751
393	/	/	PUNCT	_	_	_	_	_	@iag1988f_words#@iag1988f#120.751#121.053
394	а	а	CCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#121.053#121.355
395	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#121.355#121.657
396	не	не	PART	_	_	_	_	_	@iag1988f_words#@iag1988f#121.657#121.959
397	твою	твой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#121.959#122.261
398	фамилию	фамилия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#122.261#122.575
399	То	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#123.115#123.457
400	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#123.457#123.799
401	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#123.799#124.141
402	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#124.141#124.483
403	что	что	SCONJ	_	_	_	_	_	@iag1988f_words#@iag1988f#124.483#124.825
404	в	в	ADP	_	_	_	_	_	@iag1988f_words#@iag1988f#124.825#125.167
405	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#125.167#125.509
406	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iag1988f_words#@iag1988f#125.509#125.851
407	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iag1988f_words#@iag1988f#125.851#126.193
408	начинаю	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iag1988f_words#@iag1988f#126.193#126.535
